Customers,Number of Users,Invoice Date,Invoice #,Invoice Amount,Subscription,Account Code ,Dates of service ,Address,Lat,Long
University 104,,4/25/2018,000120,"$1,700.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/23/18 to 3/31/18,NM,34.434684000000004,-106.13161799999999
University 103,,4/25/2018,000121,"$6,825.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 7/1/18 to 6/30/21,OR,45.408173,-122.92232299999999
University 105,,5/1/2018,000122,"$3,100.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/20/18 to 4/30/19,FL,28.061999999999998,-82.413225
University 94,,5/1/2018,000123,$500.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/1/18 to 8/31/19,NM,35.697472999999995,-105.982146
University 106,,5/2/2018,000124,"$3,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 05/15/18 to 05/15/19,AR,35.841039,-90.675602
University 107,,5/7/2018,000125,$300.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/1/18 to 8/31/19,,,
University 108,,5/16/2018,000127,"$5,670.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 9/1/18 to 8/31/21,AR,35.7005,-91.48084
University 109,,5/16/2018,000128,"$6,300.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/15/18 to 5/31/21,,,
University 21,,5/29/2018,000130,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 06/1/18 to 06/30/19,AL,33.456412,-86.80190400000001
University 28,,5/29/2018,000129,"$4,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 07/31/18 to 07/31/19,FL,28.061999999999998,-82.413225
University 52,,6/1/2018,000134,"$5,000.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 11/30/19 to 11/30/22,,,
University 41,35.0,6/1/2018,000131,"$2,850.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/18 to 9/30/18,AR,35.841039,-90.675602
University 17,,6/8/2018,000137,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6-30-18 to 6/30/19,KY,37.910078000000006,-84.69466700000001
University 9,,6/19/2018,000135,"$2,760.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8-31-18 to 8-31-19,NC,34.228209,-77.88113
University 111,50.0,7/2/2018,000136,"$6,300.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/1/18 to 7/31/21,OR,45.408173,-122.92232299999999
University 112,,7/10/2018,000138,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/18 to 7/31/19,NJ,40.250861,-74.004581
University 113,110.0,7/23/2018,000139,"$3,600.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/18 to 7/31/19,,,
University 6,,7/26/2018,000140,"$7,350.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 7/26/18 to 7/31/21,SD,44.891983,-97.832972
University 93,,8/10/2018,000141,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/8/18 to 7/31/19,MA,42.54364,-71.61479
University 18,,8/21/2018,000143,$510.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/1/18 to 8/31/19,MO,39.577496000000004,-94.834963
University 23,,8/21/2018,000144,$750.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/18 to 9/30/19,NE,42.224218,-97.581551
University 40,,8/21/2018,000142,$750.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/18 to 8/31/19,AR,35.841039,-90.675602
University 17,,8/23/2018,000145,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/31/18 to 7/31/19,NC,36.065616,-79.81305
University 80,,8/23/2018,000146,"$1,700.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/18 to 8/31/19,FL,28.061999999999998,-82.413225
University 116,,8/27/2018,000147,"$3,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/24/18 to 8/31/18,FL,28.061999999999998,-82.413225
University 117,,8/29/2018,000148,"$7,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/28/18 to 8/31/19,IN,39.622129,-87.454769
University 8,,9/11/2018,000149,"$1,700.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/31/18 to 10/31/19,KY,37.668420000000005,-83.53629699999999
University 82,,9/17/2018,000150,"$1,700.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/18 to 9/30/19,MS,34.365411,-89.53718
University 118,20.0,9/20/2018,000151,"$2,700.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/19/18 to 9/30/19,FL,28.061999999999998,-82.413225
University 19,,9/24/2018,000152,"$4,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/18 to 11/30/19,GA,30.976287,-83.871284
University 119,,9/28/2018,000153,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/28/18 to 9/30/19,WA,47.26455,-122.25012
University 48,25.0,9/28/2018,000154,"$5,250.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 9/30/18 to 9/30/21,AR,35.841039,-90.675602
University 120,,10/16/2018,000156,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/16/18 to 10/31/19,NM,36.75391,-105.61278
University 4,,10/16/2018,000157,"$3,500.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 10/16/18 to 10/31/21,NM,36.75391,-105.61278
University 51,50.0,10/16/2018,000155,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/18 to 11/30/19,FL,28.061999999999998,-82.413225
University 10,,11/5/2018,000158,"$1,550.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/18 to 11/30/19,CA,33.640302,-117.769442
University 121,,11/16/2018,000159,"$1,750.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/15/18 to 11/30/19,CA,33.657531,-117.81266799999999
University 8,,11/19/2018,000160,"$2,800.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/16/18 to 11/31/19,GA,30.70327,-83.02764
University 122,,11/20/2018,000161,"$2,270.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/19/18 to 11/30/19,OR,45.408173,-122.92232299999999
University 99,300.0,11/26/2018,NB181127,"$4,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/19 to 7/31/19,,,
University 123,,11/28/2018,000162,"$2,100.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/27/18 to 11/30/19,PA,40.303119,-79.997567
University 20,,11/29/2018,000163,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/27/18 to 11/30/19,AR,33.826229,-93.961022
University 75,,12/4/2018,000164,"$7,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/18 to 7/31/19,,,
University 21,,12/7/2018,000165,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/18 to 8/31/19,,,
University 53,50.0,1/4/2019,000166,$750.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/4/19 to 1/4/20,ND,48.630369,-97.471056
University 10,50.0,1/9/2019,000168,"$4,200.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 1/31/19 to 1/31/22,,,
University 92,200.0,1/23/2019,000169,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/31/18 to 12/31/19,AR,35.841039,-90.675602
University 8,135.0,1/28/2019,000170,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/15/18 to 11/30/19,GA,30.70327,-83.02764
University 96,,1/29/2019,000171,"$1,750.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 2/28/19 to 2/29/20,FL,27.926018,-82.487126
University 126,,1/30/2019,000172,"$6,850.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 1/31/19 to 1/31/22,,,
University 20,,2/6/2019,000174,"$1,250.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/19 to 1/31/20,AR,33.826229,-93.961022
University 39,250.0,2/6/2019,000173,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/19 to 1/31/20,CA,37.680181,-121.921498
University 127,20.0,2/27/2019,000177,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 2/27/19 to 2/29/20,OR,45.408173,-122.92232299999999
University 71,,3/1/2019,000178,"$50,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/18 to 09/30/19,IN,39.07977,-86.513329
University 128,,3/15/2019,000179,"$1,250.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/1/19 to 12/31/19,FL,28.061999999999998,-82.413225
University 19,25.0,4/4/2019,,$750.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/30/19 to 4/30/20,FL,28.061999999999998,-82.413225
University 129,,4/5/2019,000180,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/5/19 to 3/31/20,,,
University 130,,4/9/2019,000181,"$4,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/9/19 to 3/31/20,AR,35.841039,-90.675602
University 131,50.0,4/10/2019,000182,"$7,350.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 4/10/19 to 3/31/22,GA,30.70327,-83.02764
University 105,,4/15/2019,000183,"$2,100.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/30/19 to 4/30/20,FL,28.061999999999998,-82.413225
University 2,,5/3/2019,000184,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/19 to 6/30/20,AR,35.841039,-90.675602
University 132,,5/15/2019,000188,"$5,250.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/31/19 to 5/31/22,,,
University 134,,5/15/2019,000186,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/13/19 to 5/31/19,AR,34.12708,-93.05658299999999
University 133,300.0,5/15/2019,000187,"$8,425.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/15/19 to 5/31/22,FL,28.061999999999998,-82.413225
University 22,,5/15/2019,000185,$750.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/19 to 6/30/20,OR,45.408173,-122.92232299999999
University 22,,5/16/2019,000189,"$3,850.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/15/19 to 5/31/22,TN,36.34318,-88.858988
University 32,,5/21/2019,000190,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/19 to 6/30/20,NC,35.580444,-77.392609
University 23,,5/23/2019,000191,"$6,450.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/22/19 to5/31/22,SC,34.744649,-82.797267
University 41,50.0,5/24/2019,000192,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/1/19 to 5/31/20,AR,35.841039,-90.675602
University 132,50.0,5/29/2019,000193,"$2,000.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/31/19 to 5/31/22,,,
University 106,200.0,5/29/2019,000194,"$3,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/31/19 to 5/31/20,AR,35.841039,-90.675602
University 137,135.0,6/4/2019,000195,"$1,950.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/3/19 to 5/31/20,,,
University 138,,6/20/2019,000196,"$4,500.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 6/19/19 to 6/30/22,VA,37.522251000000004,-78.668194
University 139,,6/24/2019,000197,"$3,600.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 6/24/19 to 6/30/22,WA,47.647774,-122.53801599999998
University 24,,6/25/2019,000198,"$7,350.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/31/19 to 5/31/22,,,
University 140,250.0,6/25/2019,000199,"$2,180.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/25/19 to 6/30/20,FL,28.061999999999998,-82.413225
University 28,300.0,7/1/2019,000200,"$4,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/31/19 to 7/31/20,FL,28.061999999999998,-82.413225
University 110,,7/1/2019,000201,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/19 to 6/30/20,AL,33.456412,-86.80190400000001
University 141,,7/1/2019,000202,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/19 to 7/31/20,FL,28.061999999999998,-82.413225
University 124,,7/2/2019,000203,$170.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/18 to 09/30/19,KY,36.905612,-88.35976
University 68,,7/8/2019,000204,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/19 to 7/31/20,AR,35.841039,-90.675602
University 44,50.0,7/8/2019,000205,"$20,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/12/19 to 6/12/20,FL,28.061999999999998,-82.413225
University 142,50.0,7/20/2019,000206,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/17/19 to 7/31/20,AR,35.841039,-90.675602
University 9,200.0,7/24/2019,000208,"$3,260.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,NC,34.228209,-77.88113
University 40,135.0,8/9/2019,000209,$750.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,AR,35.841039,-90.675602
University 116,,8/20/2019,000210,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,FL,28.061999999999998,-82.413225
University 117,,8/23/2019,000211,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,IN,39.622129,-87.454769
University 144,,9/4/2019,000213,"$1,550.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/3/19 to 8/31/20,GA,33.717989,-83.801451
University 143,250.0,9/4/2019,000214,"$2,710.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 9/3/19 to 8/31/22,NY,41.33065,-74.18681
University 17,50.0,9/9/2019,000215,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/6/19 to 8/31/20,NC,36.074859000000004,-79.777559
University 145,50.0,9/9/2019,000216,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/19 to 12/31/20,WA,47.666487,-122.309849
University 104,200.0,9/12/2019,000217,"$1,200.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,NM,34.434684000000004,-106.13161799999999
University 82,135.0,9/20/2019,000220,"$1,200.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/19 to 9/30/20,MS,34.365411,-89.53718
University 146,,9/20/2019,000221,"$1,880.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/19/19 to 9/30/20,SC,34.744649,-82.797267
University 13,,9/23/2019,000222,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/20/19 to 9/30/20,FL,28.061999999999998,-82.413225
University 115,,9/24/2019,000223,$510.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,MO,39.577496000000004,-94.834963
University 119,250.0,9/25/2019,000224,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/19 to 9/30/20,WA,47.26455,-122.25012
University 23,50.0,9/26/2019,000225,$750.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/19 to 9/30/20,NE,42.224218,-97.581551
University 75,50.0,10/1/2019,000227,"$6,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/31/19 to 7/31/20,,,
University 125,200.0,10/1/2019,000226,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,,,
University 51,,10/2/2019,000228,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/19 to 11/30/20,FL,28.061999999999998,-82.413225
University 147,52.0,10/11/2019,000229,"$15,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/29/19 to 9/29/22,,,
University 147,,10/17/2019,000230,,3 Years,4700-0-00-00000-00-0000,3 Years Subscription 9/29/19 to 9/29/22 2nd inv to reflect adjustment,,,
University 44,,10/21/2019,000231,"$16,000.00",2 Years,4700-0-00-00000-00-0000,2 Years renewal Subscription 6/12/20 to 6/12/21,FL,28.061999999999998,-82.413225
University 120,,10/22/2019,000232,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/31/19 to 10/31/20,NM,36.75391,-105.61278
University 124,,11/1/2019,000234,$860.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/1/19 to 10/31/20,KY,36.905612,-88.35976
University 24,,11/1/2019,000233,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/1/19 to 10/31/20,,,
University 135,,11/1/2019,000235,$130.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/1/19 to 10/31/20,TN,36.34318,-88.858988
University 123,,11/5/2019,000236,"$1,250.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/19 to 11/30/20,PA,40.303119,-79.997567
University 149,15.0,11/13/2019,000237,"$1,650.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/12/19 to 11/30/20,OR,45.408173,-122.92232299999999
University 25,75.0,11/18/2019,000240,"$1,250.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/31/19 to 12/31/20,,,
University 23,45.0,11/18/2019,000241,$200.00,3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/22/19 to 5/31/22 additional users adj,SC,34.744649,-82.797267
University 3,25.0,11/18/2019,000212,$500.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,WA,48.049258,-122.819336
University 72,150.0,11/19/2019,000243,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/1/19 to 11/30/19,GA,30.976287,-83.871284
University 94,10.0,11/20/2019,000244,$250.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/19 to 11/30/20,,,
University 38,10.0,12/12/2019,000247,"$1,100.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/19 to 11/30/20,CA,33.640302,-117.769442
University 150,30.0,12/12/2019,000246,$600.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/3/19 to 12/31/20,CO,38.993867,-105.508319
University 23,151.0,12/12/2019,000245,$250.00,3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/22/19 to 5/31/22 additional users,SC,34.744649,-82.797267
University 92,200.0,12/16/2019,000248,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/31/19 to 12/31/20,AR,35.841039,-90.675602
University 60,40.0,1/13/2020,000249,"$2,300.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 7/31/2020 to 7/31/2023,OR,45.408173,-122.92232299999999
University 7,250.0,1/13/2020,000250,"$3,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/2020 to 1/31/2021,CA,37.680181,-121.921498
University 9,135.0,1/13/2020,000251,"$2,350.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/2020 to 1/31/2021,GA,30.70327,-83.02764
University 93,50.0,1/14/2020,000252,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/2020 to 1/31/2021,TN,36.30011,-82.29403
University 124,,1/14/2020,000253,$250.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/1/2019 to 10/31/2020,KY,36.905612,-88.35976
University 53,50.0,1/27/2020,000254,$750.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/2020 to 1/31/2021,ND,48.630369,-97.471056
University 10,50.0,1/27/2020,000255,$500.00,3 Years,4700-0-00-00000-00-0000,3 Years Subscription 1/31/2019 to 1/31/2022,,,
University 96,500.0,1/28/2020,,"$1,250.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 2/29/2020 to 2/28/2020,FL,27.926018,-82.487126
University 136,45.0,2/26/2020,NB022620-01,$450.00,3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/22/2019 to 5/31/2022,SC,34.744649,-82.797267
University 151,10.0,3/3/2020,NB030320,"$1,600.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/2/2020 to 02/28/2021,WA,46.28569,-119.28446000000001
University 19,50.0,3/5/2020,NB030520,$750.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/30/2020 to 4/30/2021,FL,28.061999999999998,-82.413225
University 114,23.0,3/6/2020,NB030620,"$1,730.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/2/2020 to 3/1/2021,NC,36.432632,-80.91785300000001
University 135,31.0,3/10/2020,NB031020,$310.00,3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/15/2019 to 05/31/2022,TN,36.34318,-88.858988
University 64,100.0,3/12/2020,NB031220,"$6,000.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/1/2020 to 05/01/2023,IL,39.282538,-87.667527
University 9,700.0,3/17/2020,NB031720,"$1,750.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2019 to 8/31/2020,,,
University 152,50.0,3/17/2020,NB031720A,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/17/2020 to 3/31/2021,SC,34.859604,-80.938257
University 153,,3/18/2020,NB031820,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/20/2020 to 3/31/2021,FL,28.061999999999998,-82.413225
University 154,,3/18/2020,NB031820A,$412.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/17/2020 to 6/30/2020,PA,39.897162,-75.344083
University 155,1000.0,3/20/2020,NB032020,"$2,875.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/10/2020 to 6/30/2020,FL,28.061999999999998,-82.413225
University 156,150.0,3/20/2020,NB032020A,$875.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/19/2020 to 6/30/2020,FL,28.061999999999998,-82.413225
University 13,,3/20/2020,NB032020B,$875.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/19/2020 to 6/30/2020,FL,28.061999999999998,-82.413225
University 19,,3/20/2020,NB032020C,"$1,125.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/19/2020 to 6/30/2020,FL,28.061999999999998,-82.413225
University 39,250.0,3/20/2020,NB032020D,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/2020 to 1/31/2021,CA,37.680181,-121.921498
University 157,600.0,3/20/2020,NB032020E,"$7,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/20/2020 to 3/31/2021,FL,28.061999999999998,-82.413225
University 158,75.0,3/23/2020,NB032320,$563.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,,,
University 10,1419.0,3/23/2020,NB032320A,"$3,922.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/20/2020 to 6/30/2020,,,
University 69,175.0,3/23/2020,NB032320B,$438.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,,,
University 160,700.0,3/24/2020,NB032420,"$2,125.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,FL,28.061999999999998,-82.413225
University 162,50.0,3/25/2020,NB032520,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/19/2020 to 3/31/2021,FL,28.061999999999998,-82.413225
University 20,100.0,3/25/2020,NB032520A,$625.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/25/2020 to 6/30/2020,LA,29.953701000000002,-90.07280300000001
University 166,50.0,3/25/2020,NB032520B,$516.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,FL,28.061999999999998,-82.413225
University 130,100.0,3/25/2020,NB032520C,$625.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,AR,35.841039,-90.675602
University 161,85.0,3/25/2020,NB032520D,$587.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/24/2020 to 6/30/2020,,,
University 72,100.0,3/25/2020,NB032520E,$250.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/24/2020 to 6/30/2020,GA,30.976287,-83.871284
University 163,2200.0,3/25/2020,NB032520F,"$5,500.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/25/2020 to 6/30/2020,PA,40.53907,-75.78144499999999
University 19,3200.0,3/25/2020,NB032520G,"$13,920.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/25/2020 to 6/30/2020,,,
University 168,61.0,3/26/2020,NB032620,"$4,830.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 3/24/2020 to 3/31/2023,GA,33.912473,-84.557181
University 169,100.0,3/26/2020,NB032620A,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/25/2020 to 3/31/2021,FL,28.061999999999998,-82.413225
University 171,50.0,3/26/2020,NB032620B,$250.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/25/2020 to 6/30/2020,,,
University 170,125.0,3/26/2020,NB032620C,$687.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/25/2020 to 6/30/2020,,,
University 167,100.0,3/26/2020,NB032620D,$625.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/26/2020 to 6/30/2020,FL,28.061999999999998,-82.413225
University 172,400.0,3/27/2020,NB032720,"$1,375.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/20/2020 to 6/30/2020,AR,35.841039,-90.675602
University 173,182.0,3/27/2020,NB032720A,$455.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/25/2020 to 6/30/2020,AL,33.94815,-86.47276
University 175,173.0,3/30/2020,NB033020,$807.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/27/2020 to 6/30/2020,CA,38.544956,-121.746159
University 176,20.0,3/30/2020,NB033020A,$425.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/30/2020 to 6/30/2020,HI,21.970965,-159.714507
University 96,500.0,3/30/2020,NB033020B,"$1,625.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/30/2020 to 6/30/2020,FL,27.926018,-82.487126
University 174,580.0,3/30/2020,NB033020C,"$1,825.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/30/2020 to 6/30/2020,AR,35.841039,-90.675602
University 168,61.0,3/31/2020,NB033120,$100.00,3 Years,4700-0-00-00000-00-0000,3 Years Subscription 3/24/2020 to 3/31/2023,GA,33.912473,-84.557181
University 177,250.0,3/31/2020,NB033120A,"$1,666.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 3/27/2020 to 8/31/2020,PA,39.99788,-76.35413
University 179,500.0,4/1/2020,NB040120,"$1,625.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/31/2020 to 6/30/2020,FL,28.061999999999998,-82.413225
University 178,150.0,4/1/2020,NB040120A,$750.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/27/2020 to 6/30/2020,NY,43.223303,-77.917335
University 172,106.0,4/2/2020,NB040220,$265.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/20/2020 to 6/30/2020,AR,35.841039,-90.675602
