ID,Customers,Number of Users,Invoice Date,Invoice #,Year,Month,Invoice Amount,Subscription,2021 Prediction,Lost Customer,Customers Status,Account Code ,Dates of service ,Address,State,Lat,Long
58,Central Washington University,100,1/4/21,NB010421A,2021,January,"$1,500.00",1 Year,,,Returning,4700-0-00-00000-00-0000,1 yr Subscription 12/31/2020 to 12/31/2021,"400 E University Way, Ellensburg, WA 98926",WA,47.000333,-120.541972
58,Central Washington University,400,1/4/21,NB010421B,2021,January,"$2,000.00",6 Months,,,Returning,4700-0-00-00000-00-0000,6 Months Subscription 1/1/2021 to 06/30/2021,"400 E University Way, Ellensburg, WA 98926",WA,47.000333,-120.541972
59,Central Wyoming College,60,12/1/20,NB120120,2020,December,"$4,800.00 ",3 Years,,,New,4700-0-00-00000-00-0000,3 Years Subscription 11/30/2020 to 11/30/2023,"2660 Peck Ave, Riverton, WY  82520",WY,43.031001,-108.426371
60,CERRA,150,10/16/18,156,2018,October,"$1,500.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 10/16/18 to 10/31/19,"525 Eden Terrace, Rock Hill, SC 29730",SC,34.941683,-81.029894
60,CERRA,250,10/16/18,157,2018,October,"$3,500.00 ",3 Years,,,New,4700-0-00-00000-00-0000,3 Years Subscription 10/16/18 to 10/31/21,"525 Eden Terrace, Rock Hill, SC 29730",SC,34.941683,-81.029894
60,CERRA,100,10/22/19,232,2019,October,"$1,000.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 10/31/19 to 10/31/20,"525 Eden Terrace, Rock Hill, SC 29730",SC,34.941683,-81.029894
61,Chapman University,100,4/9/20,NB040920D,2020,April,$625.00 ,3 Months,,2020,New,4700-0-00-00000-00-0000,3 Months Subscription 4/6/2020 to 7/7/2020,"1 University Dr, Orange, CA 92866",CA,33.793604,-117.851581
62,Charleston Southern University,100,3/15/19,179,2019,March,"$1,250.00 ",6 Months,$625.00 ,,New,4700-0-00-00000-00-0000,6 Months Subscription 7/1/19 to 12/31/19,"9200 University Blvd, North Charleston, SC 29406",SC,32.981204,-80.071966
62,Charleston Southern University,260,9/1/20,NB090120Q,2020,September,"$10,800.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/20/2020 to 8/31/2021,"9200 University Blvd, North Charleston, SC 29406",SC,32.981204,-80.071966
63,Chicago State University,200,7/29/20,NB072920A,2020,July,"$2,500.00 ",1 Year,"$2,500.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 8/17/2020 to 8/31/2021,"9501 S. King Dr., Chicago, IL  60628                   ",IL,41.71658,-87.608472
64,Christina School District,250,8/23/16,AJ542,2016,August,"$3,500.00 ",1 Year,,2017,New,4700-0-00-00000-00-0000,1 Year Subscription 11/1/16 to 10/31/17,"50 Gender Road, Newark, DE 19713",DE,39.65839,-75.717762
65,City University of New York,100,4/15/20,NB041520,2020,April,$625.00 ,3 Months,,,New,4700-0-00-00000-00-0000,3 Months Subscription 4/10/2020 to 7/10/2020,"205 E. 42nd Street, 9th FL., New York, NY  10017",NY,40.75081,-73.973537
65,City University of New York,100,4/15/20,NB041520I,2020,April,$225.00 ,3 Months,,,New,4700-0-00-00000-00-0000,3 Months Subscription 4/10/2020 to 7/10/2020,"205 E. 42nd Street, 9th FL., New York, NY  10017",NY,40.75081,-73.973537
65,City University of New York,190,7/8/20,NB070820A,2020,July,"$1,700.00 ",6 Months,,,Returning,4700-0-00-00000-00-0000,6 Months Subscription 7/1/2020 to 12/31/2020,"205 E. 42nd Street, 9th FL., New York, NY  10017",NY,40.75081,-73.973537
65,City University of New York,110,10/7/20,NB100820D,2020,October,$495.00 ,6 Months,"$2,195.00 ",,Returning,4700-0-00-00000-00-0000,6 Months Subscription 7/1/2020 to 12/30/2020,"205 E. 42nd Street, 9th FL., New York, NY  10017",NY,40.75081,-73.973537
65,City University of New York,300,12/3/20,NB120320B,2020,December,"$2,250.00 ",6 Months,,,Returning,4700-0-00-00000-00-0000,6 Months Subscription 1/1/2021 to 6/30/2021,"205 E. 42nd Street, 9th FL., New York, NY  10017",NY,40.75081,-73.973537
66,Clarion University of Pennsylvania,300,9/8/20,NB090820Z,2020,September,"$4,500.00 ",1 Year,"$4,500.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 9/2/2020 to 8/31/2021,"840 Wood St, Clarion, PA 16214",PA,41.210449,-79.379
67,Clark County Education Association,190,10/19/15,AJ505,2015,October,"$3,400.00 ",1 Year,,,New,4700-0-00-00000-28-0000,1 Year Subscription 10/01/15 to 10/1/16,"4230 McLeod Dr, Las Vegas, NV 89121",NV,36.112561,-115.109222
67,Clark County Education Association,435,7/26/18,140,2018,July,"$7,350.00 ",3 Years,"$2,450.00 ",,Returning,4700-0-00-00000-00-0000,3 Years Subscription 7/26/18 to 7/31/21,"4230 McLeod Dr, Las Vegas, NV 89121",NV,36.112561,-115.109222
68,Clayton State University,100,7/30/20,NB073020C,2020,July,"$2,500.00 ",1 Year,"$2,500.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,"2000 Clayton State Blvd, Morrow, GA 30260",GA,33.594374,-84.328396
69,Clemson University,60,6/25/20,NB062520,2020,June,$540.33 ,3 Months,$540.33 ,2020,New,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,"105 Sikes Hall, Clemson, SC 29634",SC,34.681999,-82.782158
70,Cleveland County Schools,20,2/27/19,177,2019,February,"$1,000.00 ",1 Year,,2020,New,4700-0-00-00000-00-0000,1 Year Subscription 2/27/19 to 2/29/20,"115 Bethware Drive Kings Mountain, NC 28086",NC,35.248064,-81.414194
71,Coastal Carolina University,150,8/20/20,NB082020D,2020,August,"$3,300.00 ",1 Year,"$3,300.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 8/17/2020 to 8/31/2021,"100 Chanticleer Dr E, Conway, SC 29528",SC,33.795302,-79.007856
72,Colgate University,50,3/25/20,NB032520,2020,March,"$1,000.00 ",1 Year,"$1,000.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 3/19/2020 to 3/31/2021,"13 Oak Dr, Hamilton, NY 13346",NY,42.818179,-75.535221
73,College for Creative Studies,40,9/8/20,NB090820D,2020,September,"$1,976.30 ",1 Year,"$1,976.30 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 9/1/2020 to 8/31/2021,"201 E Kirby St, Detroit, MI 48202",MI,42.36125,-83.064187
74,College of Coastal Georgia,75,3/23/20,NB032320,2020,March,$563.00 ,3 Months,,,New,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,"1 College Dr, Brunswick, GA 31520",GA,31.180761,-81.487082
74,College of Coastal Georgia,120,4/27/20,NB042720A,2020,April,"$2,700.00 ",1 Year,"$2,700.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/1/2020 to 5/31/2021,"1 College Dr, Brunswick, GA 31520",GA,31.180761,-81.487082
75,College of Mount Saint Vincent,100,4/23/20,NB042320C,2020,April,$625.00 ,3 Months,,2020,New,4700-0-00-00000-00-0000,3 Months Subscription 4/22/2020 to 7/22/2020,"6301 Riverdale Ave, The Bronx, NY 10471",NY,40.912795,-73.902821
76,College of William and Mary,250,12/17/15,AJ508,2015,December,"$3,500.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 10/22/15 to 10/31/16,"200 Stadium Dr, Williamsburg, VA 23185",VA,37.27174,-76.71426
76,College of William and Mary,250,10/17/16,AJ553,2016,October,"$3,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 10/31/16 to 10/31/17,"200 Stadium Dr, Williamsburg, VA 23185",VA,37.27174,-76.71426
76,College of William and Mary,20,9/29/17,71,2017,September,"$1,700.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 10/31/17 to 10/31/18,"200 Stadium Dr, Williamsburg, VA 23185",VA,37.27174,-76.71426
76,College of William and Mary,20,9/11/18,149,2018,September,"$1,700.00 ",1 Year,,2019,Returning,4700-0-00-00000-00-0000,1 Year Subscription 10/31/18 to 10/31/19,"200 Stadium Dr, Williamsburg, VA 23185",VA,37.27174,-76.71426
77,Colorado Education Association,30,12/12/19,246,2019,December,$600.00 ,1 Year,$600.00 ,2020,New,4700-0-00-00000-00-0000,1 Year Subscription 12/3/19 to 12/31/20,"1500 Grant Street Denver, Colorado 80203",CO,39.740309,-104.983191
78,Colorado State University Pueblo,300,9/1/20,NB090120N,2020,September,"$4,500.00 ",1 Year,"$4,500.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 8/17/2020 to 8/31/2021,"2200 Bonforte Blvd, Pueblo, CO 81001",CO,38.309475,-104.577707
79,Columbia College,50,8/25/20,NB082520C,2020,August,"$1,000.00 ",1 Year,"$1,000.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,"11071 McKibbin Drive, Jamestown, CA  95327",CA,37.965603,-120.404284
80,Columbus State University,1275,4/25/18,119,2018,April,"$15,750.00 ",3 Years,"$5,250.00 ",,New,4700-0-00-00000-00-0000,3 Years Subscription 8/1/18 to 7/31/21,"4225 University Ave, Columbus, GA 31907",GA,32.502968,-84.939428
81,Concord University,175,1/8/21,NB010821A,2021,January,"$1,625.00",6 Months,,,New,4700-0-00-00000-00-0000,6 Months Subscription 1/18/2021 to 06/18/2021,"P.O. Box 10000, Athens, WV 24712",WV,37.42923,-81.00853
82,Concordia University Chicago,200,4/7/20,NB040720,2020,April,$875.00 ,3 Months,,,New,4700-0-00-00000-00-0000,3 Months Subscription 4/6/2020 to 6/30/2020,"7400 Augusta St, River Forest, IL 60305",IL,41.898597,-87.809426
82,Concordia University Chicago,137,8/11/20,NB081120,2020,August,$738.01 ,3 Months,,,Returning,4700-0-00-00000-00-0000,3 Months Subscription 8/17/2020 to 11/17/2020,"1000 Vermillion St, Athens, WV 24712",WV,37.423644,-81.018206
82,Concordia University Chicago,50,9/8/20,NB090820M,2020,September,"$1,000.00 ",6 Months,"$1,000.00 ",,Returning,4700-0-00-00000-00-0000,6 Months Subscription 9/1/2020 to 2/28/2021,"7400 Augusta St, River Forest, IL 60305",IL,41.898597,-87.809426
82,Concordia University Chicago,50,12/15/20,NB121520A,2020,December,$500.00,3 Months,,,Returning,4700-0-00-00000-00-0000,3 Mo Subscription 3/01/2021 to 5/31/2021,"7400 Augusta St, River Forest, IL 60305",IL,41.898597,-87.809426
83,Concordia University Irvine,70,8/7/20,NB080720,2020,August,$550.00 ,6 Months,$550.00 ,,New,4700-0-00-00000-00-0000,6 Months Subscription 9/8/2020 to 12/8/2021,"1530 Concordia, Irvine, CA 92612",CA,33.653502,-117.809732
83,Concordia University Irvine,60,12/21/20,NB122120B,2020,December,$525.00,3 Months,,,Returning,4700-0-00-00000-00-0000,3 Mo Subscription 2/01/2021 to 4/30/2021,"1530 Concordia, Irvine, CA 92612",CA,33.653502,-117.809732
84,Creighton University,20,8/3/20,NB080320,2020,August,$425.00 ,3 Months,,2020,New,4700-0-00-00000-00-0000,3 Months Subscription 8/24/2020 to 11/24/2020," 2500 California Plaza, Omaha, NE 68178",NE,41.26541,-95.947789
85,Crowder College,100,9/17/20,NB091720B,2020,September,"$2,500.00 ",1 Year,"$2,500.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 9/19/2020 to 9/30/2021,"601 Laclede Ave, Neosho, MO 64850",MO,36.814755,-94.368214
86,Crowley’s Ridge College,8,10/7/20,NB100820J,2020,October,$395.00 ,3 Months,$395.00 ,2020,New,4700-0-00-00000-00-0000,3 Months Subscription 10/7/2020 to 12/31/2020,"100 College Dr, Paragould, AR 72450",AR,36.066274,-90.585972
87,CSU San Bernardino,400,9/1/20,NB090120G,2020,September,"$5,000.00 ",1 Year,"$5,000.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"5500 University Pkwy, San Bernardino, CA 92407",CA,34.182623,-117.323808
88,"CTU Foundation, Inc",310,3/24/16,AJ515,2016,March,"$4,600.00 ",1 Year,,2017,New,4700-0-00-00000-00-0000,1 Year Subscription 3/22/16 to 3/31/17,"1901 W. Carroll Ave Chicago, IL 60612-2401",IL,41.887482,-87.67518
89,Cumberland University,100,3/26/20,NB032620D,2020,March,$625.00 ,3 Months,,,New,4700-0-00-00000-00-0000,3 Months Subscription 3/26/2020 to 6/30/2020,"1 Cumberland Square, Lebanon, TN 37087",TN,36.204101,-86.291933
89,Cumberland University,101,8/19/20,NB081920,2020,August,"$2,510.00 ",1 Year,"$2,510.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/18/2020 to 8/31/2021,"1 Cumberland Square, Lebanon, TN 37087",TN,36.204101,-86.291933
90,Delta State University,50,4/10/17,15,2017,April,"$6,300.00 ",3 Years,,,New,4700-0-00-00000-00-0000,3 Years Subscription 09/01/17 to 08/31/20,"1003 W Sunflower Rd, Cleveland, MS 38733",MS,33.746861,-90.736779
90,Delta State University,50,7/23/20,NB072320C,2020,July,"$4,500.00 ",3 Years,,,Returning,4700-0-00-00000-00-0000,3 Years Subscription 8/31/2020 to 8/31/2023,"1003 W Sunflower Rd, Cleveland, MS 38733",MS,33.746861,-90.736779
91,Department of Defense Education Activity-Teaching and Learning Division,23,8/10/18,141,2018,August,"$1,500.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 8/8/18 to 7/31/19,"4800 Mark Center Drive, Alexandria, VA  22350-1400",VA,38.829487,-77.117672
91,Department of Defense Education Activity-Teaching and Learning Division,23,3/6/20,NB030620,2020,March,"$1,730.00 ",1 Year,"$1,615.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 3/2/2020 to 3/1/2021,"4800 Mark Center Drive, Alexandria, VA  22350-1400",VA,38.829487,-77.117672
92,Dickinson State University,10,5/12/17,26,2017,May,"$2,550.00 ",3 Years,,,New,4700-0-00-00000-00-0000,3 Years Subscription 5/11/17 to 4/30/20,"294 Campus Drive, Dickinson, ND 58601",ND,46.882198,-102.799866
93,Duke University,42,7/15/20,NB071520,2020,July,"$1,920.00 ",1 Year,"$1,920.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 7/15/2020 to 7/31/2021,"Durham, NC 27708",NC,35.99895,-78.94028
94,Durham Public Schools,13,4/27/17,2,2017,April,"$2,630.00 ",1 Year,,2018,New,4700-0-00-00000-00-0000,1 Year Subscription 4/7/17 to 3/31/18,"511 Cleveland Street Durham, NC 27701-3334",NC,35.997263,-78.897667
95,East Carolina University,50,3/1/18,98,2018,March,"$2,650.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 3/1/1/ to 2/28/19,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
95,East Carolina University,50,1/29/19,171,2019,January,"$1,750.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 2/28/19 to 2/29/20,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
95,East Carolina University,500,1/28/20,,2020,January,"$1,250.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 2/29/2020 to 2/28/2020,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
95,East Carolina University,500,3/30/20,NB033020B,2020,March,"$1,625.00 ",3 Months,,,Returning,4700-0-00-00000-00-0000,3 Months Subscription 3/30/2020 to 6/30/2020,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
95,East Carolina University,150,7/23/20,NB072320,2020,July,"$1,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 2/29/2020 to 2/28/2021,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
95,East Carolina University,150,8/5/20,NB080520A,2020,August,"$1,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
95,East Carolina University,700,8/13/20,NB081320,2020,August,"$8,000.00 ",1 Year,"$9,500.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 2/29/2020 to 2/28/2021,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
96,East Stroudsburg University & Colonial IU,50,11/30/16,1,2016,November,"$1,500.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 9/27/16 to 9/30/17,"6 Dansford Drive Colonial IU 20 Easton, PA 18045",PA,40.732544,-75.263954
96,East Stroudsburg University & Colonial IU,50,11/28/17,90,2017,November,"$1,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 11/30/17 to 11/30/18,"6 Dansford Drive Colonial IU 20 Easton, PA 18045",PA,40.732544,-75.263954
96,East Stroudsburg University & Colonial IU,50,10/16/18,155,2018,October,"$1,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 11/30/18 to 11/30/19,"6 Dansford Drive Colonial IU 20 Easton, PA 18045",PA,40.732544,-75.263954
96,East Stroudsburg University & Colonial IU,50,10/2/19,228,2019,October,"$1,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 11/30/19 to 11/30/20,"6 Dansford Drive Colonial IU 20 Easton, PA 18045",PA,40.732544,-75.263954
96,East Stroudsburg University & Colonial IU,50,12/2/20,NB120220A,2020,December,"$1,500.00 ",1 Year,"$1,500.00 ",,Returning,4700-0-00-00000-00-0000,1 yr Subscription 11/30/2020 to 11/30/2021,"6 Dansford Drive Colonial IU 20 Easton, PA 18045",PA,40.732544,-75.263954
97,East Tennessee State University,300,6/14/17,38,2017,June,"$11,500.00 ",3 Years,,,New,4700-0-00-00000-00-0000,3 Years Subscription 6/14/17 to 6/30/20,"Box 70684, Johnson City, TN 37614",TN,36.30044,-82.362131
97,East Tennessee State University,175,3/23/20,NB032320B,2020,March,$438.00 ,3 Months,,,Returning,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,"Box 70684, Johnson City, TN 37614",TN,36.30044,-82.362131
97,East Tennessee State University,300,6/30/20,NB063020,2020,June,"$4,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 6/30/2021,"Box 70684, Johnson City, TN 37614",TN,36.30044,-82.362131
97,East Tennessee State University,171,9/8/20,NB090820T,2020,September,"$1,710.00 ",1 Year,"$6,210.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 6/30/2021,"Box 70684, Johnson City, TN 37614",TN,36.30044,-82.362131
98,Eastern Kentucky University,475,12/4/20,NB120420,2020,December,"$3,125.00 ",6 Months,"$3,125.00 ",,New,4700-0-00-00000-00-0000,6 Months Subscription 12/1/2020 to 05/31/2021,"521 Lancaster Ave., Combs 423, Kentucky, KY  40475",KY,37.744011,-84.300743
99,Eastern Michigan University,21,9/1/20,NB090120F,2020,September,"$1,710.00 ",1 Year,"$1,710.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"900 Oakwood St, Ypsilanti, MI 48197",MI,42.251589,-83.627479
100,El Rancho Unified School District,30,7/14/17,46,2017,July,"$5,880.00 ",3 Years,,2020,New,4700-0-00-00000-00-0000,3 Years Subscription 7/1/17 to 7/31/20,"9333 Loch Lomond Drive, Pico Rivera CA 90660",CA,33.994748,-118.08086
101,Emporia State University,250,5/28/15,AJ501,2015,May,"$3,500.00 ",1 Year,,,New,4700-0-00-00000-16-0000,1 Year Subscription 6/1/15 to 6/30/16,"1 Kellogg Cir, Emporia, KS 66801",KS,38.392609,-96.181396
101,Emporia State University,250,3/15/16,AJ514,2016,March,"$3,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 06/30/16 to 06/30/17,"1 Kellogg Cir, Emporia, KS 66801",KS,38.392609,-96.181396
101,Emporia State University,250,4/13/17,20,2017,April,"$3,500.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/30/17 to 6/30/18,"1 Kellogg Cir, Emporia, KS 66801",KS,38.392609,-96.181396
101,Emporia State University,250,4/12/18,115,2018,April,"$1,900.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/30/18 to 6/30/19,"1 Kellogg Cir, Emporia, KS 66801",KS,38.392609,-96.181396
101,Emporia State University,250,5/3/19,184,2019,May,"$1,000.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/30/19 to 6/30/20,"1 Kellogg Cir, Emporia, KS 66801",KS,38.392609,-96.181396
101,Emporia State University,50,5/22/20,NB052220,2020,May,"$1,000.00 ",1 Year,"$1,000.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 06/30/2021,"1 Kellogg Cir, Emporia, KS 66801",KS,38.392609,-96.181396
102,Farleigh Dickinson University,100,7/25/16,AJ537,2016,July,"$1,000.00 ",1 Year,,2017,New,4700-0-00-00000-00-0000,1 Year Subscription 8/31/16 to 7/31/17,"1000 River Rd, Teaneck, NJ 07666",NJ,40.897169,-74.029018
103,Faulkner University,100,11/17/20,NB111720,2020,November,"$6,000.00",3 Years,,,New,4700-0-00-00000-00-0000,3 yr Subscription 12/1/2020 to 11/30/2023,"5345 Atlanta Hwy, Montgomery, AL 36109",AL,32.38341,-86.216411
104,Fayetteville State University,250,8/25/16,AJ544,2016,August,$750.00 ,1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 8/23/16 to 8/31/17,"1200 Murchison Rd, Fayetteville, NC 28301",NC,35.072882,-78.893753
104,Fayetteville State University,100,8/25/17,61,2017,August,$750.00 ,1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/31/17 to 8/31/18,"1200 Murchison Rd, Fayetteville, NC 28301",NC,35.072882,-78.893753
104,Fayetteville State University,100,8/21/18,142,2018,August,$750.00 ,1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/31/18 to 8/31/19,"1200 Murchison Rd, Fayetteville, NC 28301",NC,35.072882,-78.893753
104,Fayetteville State University,135,8/9/19,209,2019,August,$750.00 ,1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,"1200 Murchison Rd, Fayetteville, NC 28301",NC,35.072882,-78.893753
104,Fayetteville State University,100,5/11/20,NB051120,2020,May,"$6,000.00 ",3 Years,"$6,000.00 ",,Returning,4700-0-00-00000-00-0000,3 Years Subscription 8/31/2020 to 08/31/2023,"1200 Murchison Rd, Fayetteville, NC 28301",NC,35.072882,-78.893753
105,Felician University,20,3/24/16,AJ515,2016,March,$750.00 ,1 Year,,2017,New,4700-0-00-00000-00-0000,1 Year Subscription 3/22/16 to 3/31/17,"One Felician Way, Rutherford, NJ 07070",NJ,40.829705,-74.111522
106,Ferris State University,120,8/28/20,NB082820,2020,August,"$6,600.00 ",3 Years,"$6,600.00 ",,New,4700-0-00-00000-00-0000,3 Years Subscription 9/1/2020 to 8/31/2023,"1201 S State St, Big Rapids, MI 49307",MI,43.686786,-85.480963
106,Ferris State University,119,12/14/20,NB121420,2020,December,"$1,190.00",1 Year,,,Returning,4700-0-00-00000-00-0000,3 yr Subscription 9/1/2020 to 8/31/2023,"1201 S State St, Big Rapids, MI 49307",MI,43.686786,-85.480963
107,Florida Southwestern State College,250,8/28/20,NB082820B,2020,August,"$4,000.00 ",1 Year,"$4,000.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"8099 College Pkwy, Fort Myers, FL 33919",FL,26.551674,-81.889023
108,Florida State University,85,8/13/20,NB081320C,2020,August,"$2,350.00 ",1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 8/13/2020 to 7/31/2021,"600 W College Ave, Tallahassee, FL 32306",FL,30.440722,-84.299188
108,Florida State University,170,8/25/20,NB082520M,2020,August,"$1,700.00 ",1 Year,"$2,025.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/13/2020 to 7/31/2021,"600 W College Ave, Tallahassee, FL 32306",FL,30.440722,-84.299188
109,Floyd County Schools,250,4/25/18,121,2018,April,"$6,825.00 ",3 Years,,,New,4700-0-00-00000-00-0000,3 Years Subscription 7/1/18 to 6/30/21,"600 Riverside Parkway NE, Rome, GA 30161",GA,34.278778,-85.169274
110,Fort Mill School District,100,9/9/16,AJ546,2016,September,$750.00 ,1 Year,,2017,New,4700-0-00-00000-00-0000,1 Year Subscription 8/16/16 to 8/31/17,"2233 Deerfield Dr, Fort Mill, SC 29715",SC,35.050377,-80.949466
111,Four Corners Coalition,25,4/20/18,116,2018,April,$500.00 ,1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 4/18/18 to 3/31/19,"367 Washington St, Dorchester Center, MA 02124",MA,42.298693,-71.073436
111,Four Corners Coalition,25,11/18/19,212,2019,November,$500.00 ,1 Year,,2020,Returning,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,"367 Washington St, Dorchester Center, MA 02124",MA,42.298693,-71.073436
112,Francis Marion University,90,8/10/20,NB081020A,2020,August,"$2,100.00 ",1 Year,"$2,100.00 ",,New,4700-0-00-00000-00-0000,1 Year Subscription 8/13/2020 to 7/31/2021,"4822 E Palmetto St, Florence, SC 29506",SC,34.196573,-79.655068
113,George Mason University,700,3/24/20,NB032420,2020,March,"$2,125.00 ",3 Months,,,New,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,"4400 University Dr, Fairfax, VA 22030",VA,38.835479,-77.30904
113,George Mason University,350,6/26/20,NB062620,2020,June,"$2,500.00 ",3 Months,"$2,125.00 ",,Returning,4700-0-00-00000-00-0000,3 Months Subscription 7/1/2020 to 12/31/2020,"4400 University Dr, Fairfax, VA 22030",VA,38.835479,-77.30904
113,George Mason University,350,12/3/20,NB120320A,2020,December,"$2,500.00 ",6 Months,,,Returning,4700-0-00-00000-00-0000,6 Months Subscription 1/1/2021 to 6/30/2021,"4400 University Dr, Fairfax, VA 22030",VA,38.835479,-77.30904
114,Georgia College and State University,15,1/6/16,AJ509,2016,January,$750.00 ,1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 01/01/16 to 01/31/17,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
114,Georgia College and State University,15,1/6/16,AJ509,2016,January,$750.00 ,1 Year,,,New,4700-0-00-00000-00-0000,1 Year Subscription 01/01/16 to 01/31/17,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
114,Georgia College and State University,130,11/19/18,160,2018,November,"$2,800.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 11/16/18 to 11/31/19,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
114,Georgia College and State University,135,1/28/19,170,2019,January,"$1,000.00 ",1 Year,,,Returning,4700-0-00-00000-00-0000,1 Year Subscription 11/15/18 to 11/30/19,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
114,Georgia College and State University,135,1/13/20,251,2020,January,"$2,350.00 ",1 Year,"$2,350.00 ",,Returning,4700-0-00-00000-00-0000,1 Year Subscription 1/31/2020 to 1/31/2021,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
114,Georgia College and State University,135,1/7/21,NB010721,2021,January,"$2,350.00",1 Year,,,Returning,4700-0-00-00000-00-0000,1 yr Subscription 1/1/2021 to 12/31/2021,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
