Customers,Number of Users,Invoice Date,Invoice #,Invoice Amount,Subscription,Account Code ,Dates of service ,Address,State,Lat,Long
Colorado Education Association,30,12/12/19,246,$600.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/3/19 to 12/31/20,"1500 Grant Street Denver, Colorado 80203",CO,39.740309,-104.983191
Colorado State University Pueblo,300,9/1/20,NB090120N,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/17/2020 to 8/31/2021,"2200 Bonforte Blvd, Pueblo, CO 81001",CO,38.309475,-104.577707
Columbia College,50,8/25/20,NB082520C,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,"11071 McKibbin Drive, Jamestown, CA  95327",CA,37.965603,-120.404284
Columbus State University,,4/25/18,119,"$15,750.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/1/18 to 7/31/21,"4225 University Ave, Columbus, GA 31907",GA,32.502968,-84.939428
Concord University,137,8/11/20,NB081120,$738.01 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/17/2020 to 11/17/2020,"1000 Vermillion St, Athens, WV 24712",WV,37.423644,-81.018206
Concordia University Chicago,200,4/7/20,NB040720,$875.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/6/2020 to 6/30/2020,"7400 Augusta St, River Forest, IL 60305",IL,41.898597,-87.809426
Concordia University Chicago,50,9/8/20,NB090820M,"$1,000.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 9/1/2020 to 2/28/2021,"7400 Augusta St, River Forest, IL 60305",IL,41.898597,-87.809426
Concordia University Irvine,70,8/7/20,NB080720,$550.00 ,6 Months,4700-0-00-00000-00-0000,6 Months Subscription 9/8/2020 to 12/8/2021,"1530 Concordia, Irvine, CA 92612",CA,33.653502,-117.809732
Creighton University,20,8/3/20,NB080320,$425.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/24/2020 to 11/24/2020," 2500 California Plaza, Omaha, NE 68178",NE,41.26541,-95.947789
Crowder College        ,100,9/17/20,NB091720B,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/19/2020 to 9/30/2021,"601 Laclede Ave, Neosho, MO 64850",MO,36.814755,-94.368214
Crowley’s Ridge College ,8,10/7/20,NB100820J,$395.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 10/7/2020 to 12/31/2020,"100 College Dr, Paragould, AR 72450",AR,36.066274,-90.585972
CSU San Bernardino,400,9/1/20,NB090120G,"$5,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"5500 University Pkwy, San Bernardino, CA 92407",CA,34.182623,-117.323808
"CTU Foundation, Inc",,3/24/16,AJ515,"$4,600.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/22/16 to 3/31/17,"1901 W. Carroll Ave Chicago, IL 60612-2401",IL,41.887482,-87.67518
Cumberland University,100,3/26/20,NB032620D,$625.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/26/2020 to 6/30/2020,"1 Cumberland Square, Lebanon, TN 37087",TN,36.204101,-86.291933
Cumberland University,101,8/19/20,NB081920,"$2,510.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/18/2020 to 8/31/2021,"1 Cumberland Square, Lebanon, TN 37087",TN,36.204101,-86.291933
Delta State University,50,4/10/17,15,"$6,300.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 09/01/17 to 08/31/20,"1003 W Sunflower Rd, Cleveland, MS 38733",MS,33.746861,-90.736779
Delta State University,50,7/23/20,NB072320C,"$4,500.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/31/2020 to 8/31/2023,"1003 W Sunflower Rd, Cleveland, MS 38733",MS,33.746861,-90.736779
Department of Defense Education Activity-Teaching and Learning Division ,23,8/10/18,141,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/8/18 to 7/31/19,"4800 Mark Center Drive, Alexandria, VA  22350-1400",VA,38.829487,-77.117672
Department of Defense Education Activity-Teaching and Learning Division ,23,3/6/20,NB030620,"$1,730.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/2/2020 to 3/1/2021,"4800 Mark Center Drive, Alexandria, VA  22350-1400",VA,38.829487,-77.117672
Dickinson State University,10,5/12/17,26,"$2,550.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/11/17 to 4/30/20,"294 Campus Drive, Dickinson, ND 58601",ND,46.882198,-102.799866
Duke University ,42,7/15/20,NB071520,"$1,920.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/15/2020 to 7/31/2021,"Durham, NC 27708",NC,35.99895,-78.94028
Durham Public Schools,13,4/27/17,2,"$2,630.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/7/17 to 3/31/18,"511 Cleveland Street Durham, NC 27701-3334",NC,35.997263,-78.897667
East Carolina University,50,3/1/18,98,"$2,650.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/1/1/ to 2/28/19,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
East Carolina University,50,1/29/19,171,"$1,750.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 2/28/19 to 2/29/20,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
East Carolina University,500,1/28/20,,"$1,250.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 2/29/2020 to 2/28/2020,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
East Carolina University,150,8/5/20,NB080520A,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
East Carolina University ,500,3/30/20,NB033020B,"$1,625.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/30/2020 to 6/30/2020,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
East Carolina University ,150,7/23/20,NB072320,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 2/29/2020 to 2/28/2021,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
East Carolina University ,700,8/13/20,NB081320,"$8,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 2/29/2020 to 2/28/2021,"101 Heart Dr, Greenville, NC 27834",NC,35.611135,-77.408715
East Stroudsburg University & Colonial IU,50,11/30/16,1,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/27/16 to 9/30/17,"6 Dansford Drive Colonial IU 20 Easton, PA 18045",PA,40.732544,-75.263954
East Stroudsburg University & Colonial IU,50,11/28/17,90,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/17 to 11/30/18,"6 Dansford Drive Colonial IU 20 Easton, PA 18045",PA,40.732544,-75.263954
East Stroudsburg University & Colonial IU,50,10/16/18,155,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/18 to 11/30/19,"6 Dansford Drive Colonial IU 20 Easton, PA 18045",PA,40.732544,-75.263954
East Stroudsburg University & Colonial IU,50,10/2/19,228,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/19 to 11/30/20,"6 Dansford Drive Colonial IU 20 Easton, PA 18045",PA,40.732544,-75.263954
East Stroudsburg University & Colonial IU,50,12/2/20,NB120220A,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 yr Subscription 11/30/2020 to 11/30/2021,"6 Dansford Drive Colonial IU 20 Easton, PA 18045",PA,40.732544,-75.263954
East Tennessee State University ,300,6/14/17,38,"$11,500.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 6/14/17 to 6/30/20,"Box 70684, Johnson City, TN 37614",TN,36.30044,-82.362131
East Tennessee State University ,175,3/23/20,NB032320B,$438.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,"Box 70684, Johnson City, TN 37614",TN,36.30044,-82.362131
East Tennessee State University ,300,6/30/20,NB063020,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 6/30/2021,"Box 70684, Johnson City, TN 37614",TN,36.30044,-82.362131
East Tennessee State University ,171,9/8/20,NB090820T,"$1,710.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 6/30/2021,"Box 70684, Johnson City, TN 37614",TN,36.30044,-82.362131
Eastern Michigan University,21,9/1/20,NB090120F,"$1,710.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"900 Oakwood St, Ypsilanti, MI 48197",MI,42.251589,-83.627479
El Rancho Unified School District,30,7/14/17,46,"$5,880.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 7/1/17 to 7/31/20,"9333 Loch Lomond Drive, Pico Rivera CA 90660",CA,33.994748,-118.08086
Emporia State University,250,5/28/15,AJ501,"$3,500.00 ",1 Year,4700-0-00-00000-16-0000,1 Year Subscription 6/1/15 to 6/30/16,"1 Kellogg Cir, Emporia, KS 66801",KS,38.392609,-96.181396
Emporia State University,250,3/15/16,AJ514,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 06/30/16 to 06/30/17,"1 Kellogg Cir, Emporia, KS 66801",KS,38.392609,-96.181396
Emporia State University,250,4/13/17,20,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/17 to 6/30/18,"1 Kellogg Cir, Emporia, KS 66801",KS,38.392609,-96.181396
Emporia State University,250,4/12/18,115,"$1,900.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/18 to 6/30/19,"1 Kellogg Cir, Emporia, KS 66801",KS,38.392609,-96.181396
Emporia State University,250,5/3/19,184,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/19 to 6/30/20,"1 Kellogg Cir, Emporia, KS 66801",KS,38.392609,-96.181396
Emporia State University,50,5/22/20,NB052220,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 06/30/2021,"1 Kellogg Cir, Emporia, KS 66801",KS,38.392609,-96.181396
Farleigh Dickinson University,100,7/25/16,AJ537,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/16 to 7/31/16,"1000 River Rd, Teaneck, NJ 07666",NJ,40.897169,-74.029018
Faulkner University,100,11/17/20,NB111720,"$6,000.00",3 Years,4700-0-00-00000-00-0000,3 yr Subscription 12/1/2020 to 11/30/2023,"5345 Atlanta Hwy, Montgomery, AL 36109",AL,32.38341,-86.216411
Fayetteville State University ,250,8/25/16,AJ544,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/23/16 to 8/31/17,"1200 Murchison Rd, Fayetteville, NC 28301",NC,35.072882,-78.893753
Fayetteville State University ,100,8/25/17,61,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/17 to 8/31/18,"1200 Murchison Rd, Fayetteville, NC 28301",NC,35.072882,-78.893753
Fayetteville State University ,100,8/21/18,142,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/18 to 8/31/19,"1200 Murchison Rd, Fayetteville, NC 28301",NC,35.072882,-78.893753
Fayetteville State University ,135,8/9/19,209,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,"1200 Murchison Rd, Fayetteville, NC 28301",NC,35.072882,-78.893753
Fayetteville State University ,100,5/11/20,NB051120,"$6,000.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/31/2020 to 08/31/2023,"1200 Murchison Rd, Fayetteville, NC 28301",NC,35.072882,-78.893753
Felician University,20,3/24/16,AJ515,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/22/16 to 3/31/17,"One Felician Way, Rutherford, NJ 07070",NJ,40.829705,-74.111522
Ferris State University,120,8/28/20,NB082820,"$6,600.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 9/1/2020 to 8/31/2023,"1201 S State St, Big Rapids, MI 49307",MI,43.686786,-85.480963
Florida Southwestern State College,250,8/28/20,NB082820B,"$4,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"8099 College Pkwy, Fort Myers, FL 33919",FL,26.551674,-81.889023
Florida State University ,85,8/13/20,NB081320C,"$2,350.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/13/2020 to 7/31/2021,"600 W College Ave, Tallahassee, FL 32306",FL,30.440722,-84.299188
Florida State University ,170,8/25/20,NB082520M,"$1,700.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/13/2020 to 7/31/2021,"600 W College Ave, Tallahassee, FL 32306",FL,30.440722,-84.299188
Floyd County Schools,,4/25/18,121,"$6,825.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 7/1/18 to 6/30/21,"600 Riverside Parkway NE, Rome, GA 30161",GA,34.278778,-85.169274
Fort Mill School District,100,9/9/16,AJ546,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/16/16 to 8/31/17,"2233 Deerfield Dr, Fort Mill, SC 29715",SC,35.050377,-80.949466
Four Corners Coalition ,25,4/20/18,116,$500.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/18/18 to 3/31/19,"367 Washington St, Dorchester Center, MA 02124",MA,42.298693,-71.073436
Four Corners Coalition ,25,11/18/19,212,$500.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,"367 Washington St, Dorchester Center, MA 02124",MA,42.298693,-71.073436
Francis Marion University,90,8/10/20,NB081020A,"$2,100.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/13/2020 to 7/31/2021,"4822 E Palmetto St, Florence, SC 29506",SC,34.196573,-79.655068
Georgia Gwinnett College ,300,9/24/18,152,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/18 to 11/30/19,"4822 E Palmetto St, Florence, SC 29506",SC,34.05945,-84.057212
George Mason University,700,3/24/20,NB032420,"$2,125.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,"4400 University Dr, Fairfax, VA 22030",VA,38.835479,-77.30904
George Mason University,350,12/3/20,NB120320A,"$2,500.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 1/1/2021 to 6/30/2021,"4400 University Dr, Fairfax, VA 22030",VA,38.835479,-77.30904
George Mason University ,350,6/26/20,NB062620,"$2,500.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 7/1/2020 to 12/31/2020,"4400 University Dr, Fairfax, VA 22030",VA,38.835479,-77.30904
Georgia College and State University,,1/6/16,AJ509,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 01/01/16 to 01/31/17,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
Georgia College and State University,,1/6/16,AJ509,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 01/01/16 to 01/31/17,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
Georgia College and State University,,11/19/18,160,"$2,800.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/16/18 to 11/31/19,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
Georgia College and State University,135,1/28/19,170,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/15/18 to 11/30/19,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
Georgia College and State University,135,1/13/20,251,"$2,350.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/2020 to 1/31/2021,"231 W Hancock St, Milledgeville, GA 31061",GA,33.080841,-83.231778
Georgia Gwinnett College ,300,6/19/17,42,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/17 to 11/30/18,"1000 University Center Ln, Lawrenceville, GA 30043",GA,33.980705,-84.001208
Georgia Gwinnett College ,150,11/19/19,243,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/1/19 to 11/30/19,"1000 University Center Ln, Lawrenceville, GA 30043",GA,33.980705,-84.001208
Georgia Gwinnett College ,100,3/25/20,NB032520E,$250.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/24/2020 to 6/30/2020,"1000 University Center Ln, Lawrenceville, GA 30043",GA,33.980705,-84.001208
Georgia Gwinnett College ,115,8/10/20,NB081020,"$1,150.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/1/2019 to 11/30/2020,"1000 University Center Ln, Lawrenceville, GA 30043",GA,33.980705,-84.001208
Georgia Gwinnett College ,15,8/25/20,NB082520B,$150.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/1/2019 to 11/30/2020,"1000 University Center Ln, Lawrenceville, GA 30043",GA,33.980705,-84.001208
Georgia Gwinnett College ,85,11/24/20,NB112420A,"$4,300.00",1 Year,4700-0-00-00000-00-0000,1 yr Subscription 11/30/2020 to 11/30/2021,"1000 University Center Ln, Lawrenceville, GA 30043",GA,33.980705,-84.001208
Georgia Southern University,50,5/15/19,188,"$5,250.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/31/19 to 5/31/22,"1332 Southern Dr, Statesboro, GA 30458",GA,32.42616,-81.784036
Georgia Southern University,50,5/29/19,193,"$2,000.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/31/19 to 5/31/22,"1332 Southern Dr, Statesboro, GA 30458",GA,32.42616,-81.784036
Georgia Southern University,300,4/6/20,NB040320,"$3,000.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/31/2019 to 05/31/2022,"1332 Southern Dr, Statesboro, GA 30458",GA,32.42616,-81.784036
Georgia Southwestern State University,50,4/10/19,182,"$7,350.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 4/10/19 to 3/31/22,"800 Georgia Southwestern State University Drive, Americus, GA 31709",GA,32.056276,-84.216298
Gettysburg College,50,9/8/20,NB090820O,"$2,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"300 N Washington St, Gettysburg, PA 17325",PA,39.834953,-77.234305
Governors State University,100,4/9/19,181,"$4,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/9/19 to 3/31/20,"1 University Pkwy, University Park, IL 60484",IL,41.446696,-87.719756
Governors State University,200,8/20/20,NB082020B,"$1,750.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/6/2020 to 1/31/2021,"1 University Pkwy, University Park, IL 60484",IL,41.446696,-87.719756
Governors State University ,100,3/25/20,NB032520C,$625.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,"1 University Pkwy, University Park, IL 60484",IL,41.446696,-87.719756
Greenville College,100,6/20/16,AJ535,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/20/16 to 6/30/17,"315 E College Ave, Greenville, IL 62246",IL,38.892942,-89.410143
Greenville College,100,7/10/17,45,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/17 to 6/30/18,"315 E College Ave, Greenville, IL 62246",IL,38.892942,-89.410143
Greenville College,100,4/25/18,118,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/18 to 6/30/19,"315 E College Ave, Greenville, IL 62246",IL,38.892942,-89.410143
Greenville College,100,5/21/19,190,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/19 to 6/30/20,"315 E College Ave, Greenville, IL 62246",IL,38.892942,-89.410143
Hanover College,70,8/28/20,NB082820C,$550.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 11/30/2020," 359 E Lagrange Rd, Hanover, IN 47243",IN,38.719409,-85.461254
"Harding University, College of Education",400,8/13/20,NB081320D,"$1,375.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,"915 E Market Ave, Searcy, AR 72149",AR,35.246358,-91.725751
Hawaii State Teachers Association,100,10/6/16,AJ550,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/16 to 9/30/17,"1200 Ala Kapuna St, Honolulu, HI 96819",HI,21.36711,-157.903994
Heritage University ,100,11/24/20,NB112420,"$6,000.00",3 Years,4700-0-00-00000-00-0000,3 yr Subscription 11/23/2020 to 11/30/2023,"3240 Fort Road, Toppenish, WA  98948-9562",WA,46.374282,-120.395532
Hobart and William Smith Colleges,60,9/1/20,NB090120B,$525.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/24/2020 to 12/4/2020,"300 Pulteney St, Geneva, NY 14456",NY,42.859346,-76.985599
Homewood City Schools,50,7/2/18,136,"$6,300.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/1/18 to 7/31/21,"450 Dale Avenue, Homewood, AL 35209",AL,33.47746,-86.805641
Hope International University,150,8/17/20,NB081720C,"$1,500.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 17/8/2020 to 2/17/2021,"2500 Nutwood Ave, Fullerton, CA 92831",CA,33.877416,-117.88516
Houghton College,100,9/21/20,NB092120C,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/2020 to 9/30/2021,"One Willard Ave, Houghton, NY 14744",NY,42.428006,-78.154758
Hudson Valley Community College ,10,10/2/20,NB100220A,$400.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 10/2/2020 to 12/31/2020,"80 Vandenburgh Ave, Troy, NY 12180",NY,42.69664,-73.683743
Humboldt State University,200,8/11/20,NB081120A,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/12/2020 to 7/31/2021,"1 Harpst St, Arcata, CA 95521",CA,40.874542,-124.079145
Humboldt State University,50,8/25/20,NB082520O,$500.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/12/2020 to 7/31/2021,"1 Harpst St, Arcata, CA 95521",CA,40.874542,-124.079145
Humboldt State University ,35,11/16/20,NB111620,$350.00,1 Year,4700-0-00-00000-00-0000,1 yr Subscription 8/12/2020 to 7/31/2021,"1 Harpst St, Arcata, CA 95521",CA,40.874542,-124.079145
Humboldt State University – Art Department,50,9/11/20,NB091120C,$500.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/8/2020 to 12/8/2020,"1 Harpst St, Arcata, CA 95521",CA,40.874542,-124.079145
Husson University ,50,6/16/20,NB061620D,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 06/30/2021,"1 College Cir, Bangor, ME 04401",ME,44.827225,-68.791326
Illinois College,250,1/11/16,AJ510,"$6,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 01/07/16 to 01/31/17,"1101 W College Ave, Jacksonville, IL 62650",IL,39.73221,-90.246947
Illinois College,50,1/9/19,168,"$4,200.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 1/31/19 to 1/31/22,"1101 W College Ave, Jacksonville, IL 62650",IL,39.73221,-90.246947
Illinois College ,50,1/27/20,255,$500.00 ,3 Years,4700-0-00-00000-00-0000,3 Years Subscription 1/31/2019 to 1/31/2022,"1101 W College Ave, Jacksonville, IL 62650",IL,39.73221,-90.246947
Illinois National Board Resource Center,250,5/12/17,27,"$10,500.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/1/17 to 5/1/20,"1101 W College Ave, Jacksonville, IL 62650",IL,39.73221,-90.246947
Illinois National Board Resource Center,100,3/12/20,NB031220,"$6,000.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/1/2020 to 05/01/2023,"1101 W College Ave, Jacksonville, IL 62650",IL,39.73221,-90.246947
Illinois State University Board of Trustees,250,5/26/16,AJ526,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/16 to 7/30/17,"2020 Illinois State University, Normal, IL USA",IL,41.5028,-87.684293
Indiana University Libraries,500,8/29/18,148,"$7,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/28/18 to 8/31/19,,,,
Indiana University Libraries,500,8/23/19,211,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/19 to 8/31/20,,,,
Indiana University Libraries ,500,10/16/20,NB101620B,"$6,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,,,,
Ithaca College,200,4/17/20,NB041720,$875.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/10/2020 to 7/10/2020,"953 Danby Rd., Ithaca, NY 14850",NY,42.42216,-76.500039
Ithaca College,200,9/13/20,NB091320,$875.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/15/2020 to 11/30/2020,"953 Danby Rd., Ithaca, NY 14850",NY,42.42216,-76.500039
James Madison University College of Education ,1000,3/20/20,NB032020,"$2,875.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/10/2020 to 6/30/2020,"395 S High Street, Harrisburg, VA  22801",VA,38.4448,-78.878649
James Madison University College of Education ,1300,6/11/20,NB061120,"$12,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 06/30/2021,"395 S High Street, Harrisburg, VA  22801",VA,38.4448,-78.878649
James Madison University College of Education ,200,6/11/20,NB061120A,"$3,344.25 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 06/30/2021,"395 S High Street, Harrisburg, VA  22801",VA,38.4448,-78.878649
John Carroll University,50,9/1/20,NB090120R,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"1 John Carroll Boulevard, University Heights, OH  44118",OH,41.49021,-81.53125
John Carroll University,25,9/1/20,NB090120S,$500.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"1 John Carroll Boulevard, University Heights, OH  44118",OH,41.49021,-81.53125
John Hopkins University,250,6/25/19,199,"$2,180.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/25/19 to 6/30/20,"5801 Smith Avenue, McAuley Bldg., Ste. 310, Baltimore, MD 21209",MD,39.36988,-76.654921
John Hopkins University ,30,6/1/20,NB060120A,"$1,800.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 06/30/2021,"5801 Smith Avenue, McAuley Bldg., Ste. 310, Baltimore, MD 21209",MD,39.36988,-76.654921
John P. Ellbogen Foundation,50,8/21/17,56,"$6,300.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/21/17 to 8/31/20,"P.O. Box 1670, Laramie, KY 82073",KY,41.27981,-105.59022
Kansas State University,500,7/25/17,51,"$7,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/25/17 to 7/31/18,"261 Bluemont Hall, Manhattan, KS 66506",KS,39.189982,-96.578842
Kansas State University,500,12/4/18,164,"$7,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/18 to 7/31/19,"261 Bluemont Hall, Manhattan, KS 66506",KS,39.189982,-96.578842
